Line,bus1,bus2
Line.LN6350551-1,bus1=M1009838.2,bus2=M1009843.2
Line.LN6228303-2,bus1=E206614.2,bus2=L3082983.2
Line.LN5472385-1,bus1=M1069567.2,bus2=L2691966.2
Line.LN5776669-3,bus1=N1136368.1,bus2=L2897792.1
Line.LN6505951-1,bus1=M3036170.3,bus2=L3197642.3
Line.LN6321409-1,bus1=E192201,bus2=M1209800
Line.LN6316403-1,bus1=M1047419.1,bus2=L2973157.1
Line.LN6350552-1,bus1=M1009843.2,bus2=L3160108.2
Line.LN6199510-1,bus1=M1089155.3,bus2=L2935550.3
Line.LN6991381-6,bus1=L3728039.1,bus2=L3728040.1
Line.LN247160_sw,bus1=D5865224-1_INT.2,bus2=F739841.2
Line.LN5865224-1,bus1=M1026466.2,bus2=D5865224-1_INT.2
Line.LN5804812-1,bus1=L3066821.1,bus2=M1009691.1
Line.LN5532748-6,bus1=M3763619,bus2=M1026830
Line.LN6229798-1,bus1=M1047777.2,bus2=L3178975.2
Line.LN5683808-1,bus1=M1069384.1,bus2=L2785514.1
Line.LN5531326-1,bus1=L2804250.3,bus2=L2820583.3
Line.LN5472390-2,bus1=M1069518,bus2=N1136366
Line.LN5774446-1,bus1=M1069731.2,bus2=M1069730.2
Line.LN6411406-1,bus1=M1026820.1,bus2=M1026823.1
Line.LN5835136-2,bus1=M1047737.1,bus2=N1137988.1
Line.LN5956473-1,bus1=M1026667.1,bus2=M1026661.1
Line.LN5985349-2,bus1=L2726974.2,bus2=L2916618.2
Line.LN5956471-3,bus1=M1047548,bus2=N1136670
Line.LN5865238-1,bus1=L3010564.3,bus2=L2710515.3
Line.LN6229832-1,bus1=M1026898.3,bus2=L3197661.3
Line.LN5926310-3,bus1=N1140817,bus2=L3235258
Line.LN6379374-1,bus1=M1027100.1,bus2=M1027109.1
Line.LN5986925-3,bus1=L3778577.3,bus2=L3141395.3
Line.LN6229835-1,bus1=M1047292,bus2=L2691954
Line.LN6380842-1,bus1=L3235267.3,bus2=M1027068.3
Line.LN5804798-3,bus1=N1136030.2,bus2=M1047766.2
Line.LN6108128-3,bus1=N1136997.3,bus2=L3104123.3
Line.LN5502532-1,bus1=190-7361,bus2=M1089120
Line.LN5894237-1,bus1=M1009807.3,bus2=L2673323.3
Line.LN5804796-1,bus1=L2973152.2,bus2=M1047777.2
Line.LN5965099-8,bus1=M4113347,bus2=N1138607
Line.LN5958701-1,bus1=M1047483.3,bus2=P827505.3
Line.WF856_48332_sw,bus1=228-1353934-4_INT.3,bus2=193-103041.3
Line.LN81353934-4,bus1=L3645812.3,bus2=228-1353934-4_INT.3
Line.LN5865268-2,bus1=M1069457,bus2=N1139260
Line.LN5803984-1,bus1=L3254214.2,bus2=L3214112.2
Line.LN293471_sw,bus1=D5686080-1_INT,bus2=F739845
Line.LN5686080-1,bus1=P827580,bus2=D5686080-1_INT
Line.LN5502569-1,bus1=M1069438,bus2=L2766749
Line.LN5653455-1,bus1=M1108340.3,bus2=L2822865.3
Line.LN5683826-1,bus1=L3178978.1,bus2=M1047432.1
Line.LN5562926-1,bus1=L2954348.1,bus2=L2841615.1
Line.LN6048524-1,bus1=L2767343.3,bus2=L2804957.3
Line.LN6229802-1,bus1=M1026665.1,bus2=M1026660.1
Line.LN5473439-1,bus1=M1142843.1,bus2=L2692660.1
Line.LN5989329-1,bus1=M1149235.3,bus2=P829975.3
Line.LN6017287-1,bus1=M1069487.3,bus2=L2954344.3
Line.LN5473438-1,bus1=L2692660.1,bus2=L2955076.1
Line.LN6260930-1,bus1=M1125974.3,bus2=M1125979.3
Line.LN6228303-1,bus1=L3082983.2,bus2=M1069588.2
Line.LN5742836-1,bus1=M1009807,bus2=M1009805
Line.LN6318768-1,bus1=L2989566,bus2=M1108378
Line.LN5472384-3,bus1=N1136361.1,bus2=L3160114.1
Line.LN6411388-1,bus1=M1026361.1,bus2=L3122825.1
Line.LN6108128-2,bus1=M1047649.3,bus2=N1136997.3
Line.LN6229807-1,bus1=L3197630,bus2=L3235256
Line.LN5654466-1,bus1=M1209800,bus2=M1209797
Line.LN6229792-1,bus1=L2766716.3,bus2=L3235245.3
Line.LN5958700-3,bus1=N1136032.1,bus2=M1089204.1
Line.LN6047606-1,bus1=L3178997.3,bus2=M1026363.3
Line.LN5562961-1,bus1=L3104155.3,bus2=M1069456.3
Line.LN6298585-2,bus1=M1047615,bus2=L3216123
Line.LN6169250-1,bus1=L2804256,bus2=M1026960
Line.LN6167751-3,bus1=L3141403.1,bus2=M3037538.1
Line.LN6900591-28,bus1=P1123251.1,bus2=N1140528.1
Line.LN5775370-1,bus1=M1209828.3,bus2=L2861157.3
Line.LN5502530-1,bus1=M1069412.2,bus2=L3066813.2
Line.LN5895775-1,bus1=L2710515.3,bus2=M1027027.3
Line.LN6352699-1,bus1=P827514,bus2=M1026876
Line.LN5714057-1,bus1=M1009720.1,bus2=M1009715.1
Line.LN5739003-1,bus1=L3156034.1,bus2=L3066821.1
Line.LN6169266-1,bus1=M1069597.2,bus2=L2785535.2
Line.LN5774450-1,bus1=L2973150.1,bus2=M1047733.1
Line.LN5714054-1,bus1=L2897779.3,bus2=L2804261.3
Line.LN5805762-1,bus1=L2842384,bus2=M1149236
Line.LN6015793-1,bus1=M1069640.2,bus2=L3160113.2
Line.LN5652983-1,bus1=M1026773.1,bus2=M1026777.1
Line.LN5774447-1,bus1=L2954338.2,bus2=M1009828.2
Line.LN5740282-1,bus1=P895107.3,bus2=L3030126.3
Line.LN5472348-1,bus1=M1089162.3,bus2=M1089165.3
Line.LN5865246-3,bus1=N1141474.1,bus2=L2710518.1
Line.LN5683814-1,bus1=L2804252.1,bus2=L3195310.1
Line.LN5535142-1,bus1=P829963.2,bus2=M1125916.2
Line.LN5744335-1,bus1=L3160103,bus2=M1026950
Line.LN5986962-1,bus1=L3104122.1,bus2=L2804283.1
Line.LN5715017-1,bus1=M1108350.3,bus2=L3198356.3
Line.LN6108131-1,bus1=L2916608,bus2=M1027002
Line.LN6258453-1,bus1=P901936.3,bus2=M1125955.3
Line.LN6138599-1,bus1=M1069487.3,bus2=M1069488.3
Line.LN5986928-1,bus1=L2991910.2,bus2=L2879072.2
Line.LN81353934-3,bus1=M3763620.3,bus2=L3645812.3
Line.LN6200442-1,bus1=M1166391.3,bus2=M1166394.3
Line.LN6138595-1,bus1=M1069497,bus2=M1069495
Line.LN5927296-1,bus1=M1125969,bus2=L2767341
Line.LN6015890-1,bus1=M1166361.1,bus2=L2989600.1
Line.LN6139645-1,bus1=M1125905.2,bus2=L3142098.2
Line.LN6290214-1,bus1=M1026783.3,bus2=M1026784.3
Line.LN81037792-1,bus1=L3232301.3,bus2=M1069328.3
Line.LN5501096-1,bus1=L2970845.2,bus2=L2897771.2
Line.LN5756001-1,bus1=M1047314.1,bus2=M1047311.1
Line.LN6380821-3,bus1=M4118754.2,bus2=M1026312.2
Line.LN5957413-1,bus1=M1125979.3,bus2=L2917255.3
Line.LN6411378-1,bus1=L2897776.3,bus2=L3254215.3
Line.LN5653478-1,bus1=M1069554.2,bus2=L3160115.2
Line.LN5803302-1,bus1=M1010003.1,bus2=L2989571.1
Line.LN5987964-1,bus1=M1108278.2,bus2=L3179699.2
Line.LN5649275-1,bus1=M1026797,bus2=M1026796
Line.LN6259995-1,bus1=M1089141,bus2=L3160107
Line.LN5528079-3,bus1=L3027133.1,bus2=M3037453.1
Line.LN5623407-1,bus1=M1026339.2,bus2=L3029507.2
Line.LN5895805-1,bus1=L2935568.2,bus2=L3235246.2
Line.LN5503478-2,bus1=M1108492.1,bus2=N1142102.1
Line.LN8979358-3,bus1=L3047073.3,bus2=M1069250.3
Line.LN5833631-1,bus1=M1108350.3,bus2=M1108360.3
Line.LN5532733-1,bus1=M1069730.2,bus2=L2748124.2
Line.LN6321427-1,bus1=L2879773,bus2=M1108298
Line.LN5714041-1,bus1=L2691939.2,bus2=L2860478.2
Line.LN6320334-1,bus1=M1047777.2,bus2=L2748131.2
Line.A8645_48332_sw,bus1=D5958866-1_INT,bus2=E183493
Line.LN5958866-1,bus1=L2861218,bus2=D5958866-1_INT
Line.LN6163390-1,bus1=L3103822,bus2=M1047577
Line.LN81048110-1,bus1=M1108423.1,bus2=L2802481.1
Line.LN6349988-1,bus1=L2821010.1,bus2=M1026773.1
Line.LN5528572-2,bus1=P895104.1,bus2=N1139537.1
Line.LN247162,bus1=F739842.2,bus2=L0247162.2
Line.LN5965099-11,bus1=N1144668,bus2=M4113347
Line.LN5562928-1,bus1=M1047444.2,bus2=M1047447.2
Line.LN5683857-1,bus1=M1026906.1,bus2=L2691973.1
Line.LN6262235-1,bus1=M1108329.3,bus2=L2935552.3
Line.LN6169252-1,bus1=M1047548,bus2=M1047552
Line.LN6392124-1,bus1=M1047699.1,bus2=P859135.1
Line.LN5532739-1,bus1=L3254207.1,bus2=M1069390.1
Line.LN5768778-1,bus1=M1010017.1,bus2=M1010016.1
Line.LN5957494-1,bus1=M1142814,bus2=M1142810
Line.LN5472351-1,bus1=L2973151.1,bus2=M1069187.1
Line.LN6108140-3,bus1=N1141473.1,bus2=L3216350.1
Line.LN6201698-3,bus1=N1136668.2,bus2=L3029506.2
Line.LN6350570-1,bus1=L3066830.2,bus2=L3197660.2
Line.LN6290241-1,bus1=M1026880.1,bus2=M1026874.1
Line.LN5562920-1,bus1=L2710508.2,bus2=L2822860.2
Line.LN6108137-1,bus1=M1089122.3,bus2=M1089132.3
Line.LN5621885-1,bus1=L3101787.1,bus2=L3027132.1
Line.LN5926298-1,bus1=M1047752.1,bus2=M1047750.1
Line.LN5686245-2,bus1=P829961.1,bus2=N1141476.1
Line.LN6991377-16,bus1=L3727708.1,bus2=M3949157.1
Line.LN8968081-1,bus1=M1047371.2,bus2=P841985.2
Line.LN5957496-1,bus1=L3030203.3,bus2=L3179673.3
Line.LN6229829-3,bus1=N1138598,bus2=M1069376
Line.LN8979344-1,bus1=P850400.3,bus2=221-311595.3
Line.LN5774488-1,bus1=M1009651.3,bus2=L2879092.3
Line.LN5744340-1,bus1=M1026361.1,bus2=M1026366.1
Line.LN5593253-1,bus1=M1047316,bus2=L3216370
Line.LN8979251-2,bus1=221-308718,bus2=L2803199
Line.LN6199511-1,bus1=L2897767.3,bus2=L3254208.3
Line.LN6379450-2,bus1=M1027055.1,bus2=N1147865.1
Line.LN5562923-1,bus1=M1089173.3,bus2=M1089174.3
Line.LN5776833-1,bus1=P830058.3,bus2=M1166370.3
Line.LN6290201-1,bus1=M1027027.3,bus2=M1027014.3
Line.LN5644817-1,bus1=M1008733.2,bus2=L3225319.2
Line.LN6259989-1,bus1=R18241,bus2=M1047763
Line.LN5502534-1,bus1=M1047432.1,bus2=M1047433.1
Line.LN5807070-1,bus1=M1125989,bus2=M1125990
Line.LN6030576-1,bus1=L3254870.3,bus2=M1125943.3
Line.LN6290202-1,bus1=M1069411.1,bus2=L2991905.1
Line.LN5532788-3,bus1=N1140822.3,bus2=L2935560.3
Line.LN5588016-4,bus1=M4362181.2,bus2=L3254214.2
Line.LN6411379-1,bus1=M1069210.3,bus2=L3085400.3
Line.LN5651977-2,bus1=L2764403.1,bus2=M1047623.1
Line.LN6140775-3,bus1=L3342743.3,bus2=M1026883.3
Line.LN6108150-2,bus1=N1140818,bus2=L2973167
Line.LN6138640-1,bus1=M1047316.1,bus2=L2785527.1
Line.LN6167731-2,bus1=M1108535,bus2=M1108534
Line.LN5895815-1,bus1=L3160117.2,bus2=L3215549.2
Line.LN6108144-1,bus1=M1026795,bus2=M1026786
Line.LN6380818-1,bus1=M1026670,bus2=M1026662
Line.LN6290228-2,bus1=M1069514,bus2=N1136657
Line.LN6351518-1,bus1=M1209753.2,bus2=M1209752.2
Line.LN5956468-1,bus1=M1089132.3,bus2=L2691950.3
Line.LN5679261-2,bus1=M3037453.1,bus2=M1026812.1
Line.LN6201696-3,bus1=N1136994.3,bus2=L2785521.3
Line.LN6411374-1,bus1=L2710516.1,bus2=L2691944.1
Line.LN5472363-1,bus1=M1047433.1,bus2=M1047434.1
Line.LN5624289-1,bus1=M1108372.2,bus2=L3216988.2
Line.LN5576174-2,bus1=L2859403,bus2=L2973791
Line.LN6900591-22,bus1=L3649304.1,bus2=L3649305.1
Line.LN6351511-1,bus1=L2917328,bus2=L2861218
Line.LN81354564-10,bus1=221-559682.3,bus2=N1140525.3
Line.LN5511594-2,bus1=L3159645.1,bus2=L2983432.1
Line.LN5472370-1,bus1=M1047339,bus2=L2860491
Line.LN6496337-2,bus1=M3021569.2,bus2=L3315860.2
Line.LN5683819-1,bus1=M1027011,bus2=M1027013
Line.LN6900591-27,bus1=M3772794.1,bus2=L3649300.1
Line.LN6198050-1,bus1=L3101788.1,bus2=L3101787.1
Line.LN5775368-1,bus1=L3048887.2,bus2=M1125966.2
Line.LN5591284-2,bus1=M1026658,bus2=M1026655
Line.LN6134514-1,bus1=M1047497,bus2=L3104136
Line.LN5561440-3,bus1=N1136358.3,bus2=L2729423.3
Line.LN6198013-1,bus1=M1026331,bus2=M1026330
Line.LN5804789-1,bus1=M1089165.3,bus2=L2748128.3
Line.V9109_48332_sw,bus1=D6140776-1_INT.1,bus2=E182730.1
Line.LN6140776-1,bus1=M1026769.1,bus2=D6140776-1_INT.1
Line.LN5714045-1,bus1=M1089173.3,bus2=L2673307.3
Line.LN5502544-1,bus1=L2954355.1,bus2=M1026665.1
Line.LN6129680-3,bus1=N1136665.1,bus2=L2685809.1
Line.LN5532758-3,bus1=Q14413,bus2=M1026886
Line.LN6411391-1,bus1=M1047340.1,bus2=M1047342.1
Line.LN5744331-1,bus1=M1047478.3,bus2=L3254209.3
Line.LN5895767-1,bus1=L3141389.1,bus2=L2860477.1
Line.LN5776669-2,bus1=P827548.1,bus2=N1136368.1
Line.LN5624374-1,bus1=M1166387.3,bus2=L3048946.3
Line.LN5653488-1,bus1=M1026997,bus2=M1027000
Line.LN5714063-3,bus1=M1069516,bus2=N1136365
Line.LN6025724-2,bus1=M1047580.3,bus2=N1136672.3
Line.LN5623404-1,bus1=L3263051.3,bus2=M1069199.3
Line.LN5745257-1,bus1=M1125976,bus2=M1125987
Line.LN5562940-1,bus1=M1009691.1,bus2=L2748140.1
Line.LN5479790-1,bus1=M1047430.1,bus2=L2916234.1
Line.LN6258443-1,bus1=M1069461,bus2=L2876798
Line.LN5985365-1,bus1=M1166407.3,bus2=L2952007.3
Line.LN5503480-1,bus1=M1108484,bus2=L2730106
Line.LN6137084-2,bus1=N1134471.1,bus2=L2839331.1
Line.LN6017312-1,bus1=M1069558.2,bus2=L3254229.2
Line.LN6073575-3,bus1=N1140521,bus2=L3254217
Line.LN5758684-1,bus1=M1026732.1,bus2=M1026734.1
Line.LN5532787-1,bus1=M1047471.2,bus2=L2973180.2
Line.LN6138606-1,bus1=L2954350.3,bus2=M1069206.3
Line.LN5744329-1,bus1=L2822862.3,bus2=L3066806.3
Line.LN5774469-1,bus1=M1026852.3,bus2=L2785529.3
Line.LN6134514-2,bus1=L3160109,bus2=M1047497
Line.LN5486878-2,bus1=L3177894.1,bus2=L3082993.1
Line.LN5829253-1,bus1=M1027038.2,bus2=L2731712.2
Line.LN6170292-1,bus1=M1125905.2,bus2=L2917310.2
Line.LN5957526-1,bus1=M1166366,bus2=M1166368
Line.LN5486878-1,bus1=M1010004.1,bus2=L3177894.1
Line.LN5774470-3,bus1=M1026695.1,bus2=N1138594.1
Line.LN6258440-1,bus1=P827554.2,bus2=M1047769.2
Line.G9343_48332_sw,bus1=D5682346-3_INT,bus2=E206211
Line.LN5682346-3,bus1=N1134479,bus2=D5682346-3_INT
Line.LN6201697-1,bus1=M1026896,bus2=P827525
Line.LN5895818-1,bus1=M1026356,bus2=M1026354
Line.LN5956461-1,bus1=M1108340.3,bus2=L3085394.3
Line.LN6017299-1,bus1=M1069184,bus2=M1069175
Line.LN6230797-1,bus1=L3082988.2,bus2=M1149225.2
Line.LN5593238-1,bus1=M1026344.1,bus2=L2991919.1
Line.LN6047607-1,bus1=L2785547.2,bus2=M1047457.2
Line.LN5621858-1,bus1=P895087.1,bus2=M1089205.1
Line.LN6106583-5,bus1=N1134469.1,bus2=M1010017.1
Line.LN5958865-1,bus1=M1209800.3,bus2=P829957.3
Line.LN5472352-1,bus1=M1047688,bus2=M1047699
Line.LN6411394-3,bus1=N1138593.1,bus2=L2804262.1
Line.LN6301772-3,bus1=N1137961.1,bus2=L3104133.1
Line.LN5625527-1,bus1=M1125955.3,bus2=L3236004.3
Line.LN5955063-1,bus1=M1108286,bus2=L2933164
Line.LN6407748-1,bus1=L3029504.2,bus2=L3046854.2
Line.LN6380808-1,bus1=M1026969.2,bus2=L2879066.2
Line.LN6411397-1,bus1=L2935559.1,bus2=L3048214.1
Line.LN6290200-1,bus1=M1089207,bus2=L3160098
Line.LN5774497-1,bus1=L3027116,bus2=M1047300
Line.LN5623390-1,bus1=M1009827.2,bus2=M1009832.2
Line.LN6198052-1,bus1=M1010011.1,bus2=L3120504.1
Line.LN6351524-1,bus1=L3011298,bus2=M1108295
Line.LN81043320-4,bus1=L2951995.3,bus2=L3101194.3
Line.LN81048108-1,bus1=M1108462.1,bus2=L3027671.1
Line.LN6079950-1,bus1=P827537.1,bus2=L3122827.1
Line.LN5563853-1,bus1=M1108532,bus2=M1108535
Line.LN6991377-9,bus1=P1164481.1,bus2=L3729297.1
Line.LN6262266-12,bus1=M1047303,bus2=N1145954
Line.WF586_48332_sw,bus1=228-979371-2_INT.3,bus2=193-48013.3
Line.LN8979371-2,bus1=L2690868.3,bus2=228-979371-2_INT.3
Line.LN5742828-1,bus1=M1209817,bus2=L2801909
Line.LN6047595-3,bus1=N1136356,bus2=M1069549
Line.LN5714070-1,bus1=M1027036.2,bus2=L2785543.2
Line.LN5472401-1,bus1=P860847.1,bus2=M1026880.1
Line.LN6259980-1,bus1=L3048199.2,bus2=M1047837.2
Line.LN6169244-1,bus1=M1089200.1,bus2=L2916602.1
Line.LN5744343-2,bus1=M1026333.1,bus2=N1145955.1
Line.LN5728479-1,bus1=M1108387,bus2=M1108398
Line.LN6380807-1,bus1=L2822863.3,bus2=M1089188.3
Line.LN6375549-5,bus1=N1138603,bus2=L3125349
Line.LN5895768-1,bus1=M1008742.2,bus2=L3029495.2
Line.LN6108127-1,bus1=M1069187.1,bus2=L2785519.1
Line.LN5473351-1,bus1=L2936216.3,bus2=226-23745.3
Line.LN5716231-1,bus1=M1069135.2,bus2=P827533.2
Line.L5565_48332_sw,bus1=D6140778-1_INT.2,bus2=E182731.2
Line.LN6140778-1,bus1=M1026328.2,bus2=D6140778-1_INT.2
Line.LN5894238-2,bus1=M1026876,bus2=M1026866
Line.LN5956503-1,bus1=L3122849,bus2=M1026357
Line.LN5591715-1,bus1=L3064514.3,bus2=L3048888.3
Line.LN5623425-1,bus1=M1026880.1,bus2=L2766748.1
Line.LN6292464-1,bus1=E182725.2,bus2=M1026948.2
Line.LN5587291-1,bus1=L2692633,bus2=regxfmr_190-8581
Line.LN5714052-3,bus1=N1136659.1,bus2=L3104129.1
Line.LN6321420-1,bus1=L3160872,bus2=M1142860
Line.LN6106583-3,bus1=L2858175.1,bus2=M1027110.1
Line.LN6153057-2,bus1=M1026732.1,bus2=L3047058.1
Line.LN5651977-4,bus1=N1140518.1,bus2=L2764403.1
Line.LN5981120-1,bus1=M1047724.2,bus2=M1047725.2
Line.LN5835130-1,bus1=M1047729.1,bus2=L2973150.1
Line.LN6076267-1,bus1=M1010016.1,bus2=M1010015.1
Line.LN5896728-1,bus1=M1125966.2,bus2=L2955005.2
Line.LN6259991-1,bus1=M1026949.2,bus2=M1026951.2
Line.LN5527264-8,bus1=L3231255,bus2=N1144663
Line.LN5835150-1,bus1=M1026744,bus2=M1026724
Line.LN8961758-1,bus1=M1047613.3,bus2=P828359.3
Line.LN6380817-1,bus1=M1047574,bus2=L2841632
Line.LN5562933-3,bus1=M1026784.3,bus2=N1140523.3
Line.LN5924800-1,bus1=M1027019.2,bus2=L2801949.2
Line.LN5958703-1,bus1=M1026679.1,bus2=P827537.1
Line.LN6171506-1,bus1=M1069514.1,bus2=P827548.1
Line.LN6079949-3,bus1=N1137956.3,bus2=L3141396.3
Line.LN6077787-1,bus1=M1009809.3,bus2=L2710525.3
Line.LN5803262-6,bus1=M4113345.3,bus2=L3197640.3
Line.LN6047560-1,bus1=M1069465.1,bus2=L3010561.1
Line.LN5623389-1,bus1=M1008753.2,bus2=L3141390.2
Line.LN6167748-1,bus1=L3082992.1,bus2=M1047406.1
Line.LN6380804-1,bus1=L3197624.2,bus2=M1027101.2
Line.LN6231997-1,bus1=M1069335.3,bus2=P827564.3
Line.A333_48332_sw,bus1=D5746546-1_INT.3,bus2=E182723.3
Line.LN5746546-1,bus1=L2935551.3,bus2=D5746546-1_INT.3
Line.LN6320336-1,bus1=L2954346.2,bus2=M1047831.2
Line.LN6259994-2,bus1=N1139549.1,bus2=L2879074.1
Line.LN5502528-1,bus1=M1026830,bus2=L2879070
Line.LN6290216-1,bus1=M1026769,bus2=L2841633
Line.LN6164818-1,bus1=M1108302.2,bus2=L3236011.2
Line.LN4625680_sw,bus1=D5956499-2_INT,bus2=Q14411
Line.LN5956499-2,bus1=L2766749,bus2=D5956499-2_INT
Line.LN6256144-1,bus1=L2688693,bus2=L2688692
Line.LN6229819-1,bus1=M1069517,bus2=M1069518
Line.LN5896843-1,bus1=M1108331.3,bus2=M1108335.3
Line.CAP_1A,bus1=L2823592.1,bus2=L2823592_CAP.1
Line.CAP_1B,bus1=L2823592.2,bus2=L2823592_CAP.2
Line.CAP_1C,bus1=L2823592.3,bus2=L2823592_CAP.3
Line.LN5513564-2,bus1=L2823592_CAP,bus2=R20185
Line.CAP_3A,bus1=Q16642.1,bus2=Q16642_CAP.1
Line.CAP_3B,bus1=Q16642.2,bus2=Q16642_CAP.2
Line.CAP_3C,bus1=Q16642.3,bus2=Q16642_CAP.3
Line.LN6290228-7,bus1=Q16642_CAP,bus2=R42246
Line.CAP_2A,bus1=Q16483.1,bus2=Q16483_CAP.1
Line.CAP_2B,bus1=Q16483.2,bus2=Q16483_CAP.2
Line.CAP_2C,bus1=Q16483.3,bus2=Q16483_CAP.3
Line.LN5563942-5,bus1=Q16483_CAP,bus2=R42247
