Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3, Node4, Magnitude4, Angle4, pu4
"M1027013", 12.47, 1,    7210.66,  -31.8,    1.0015, 2,    7359.11, -149.8,    1.0222, 3,    7380.71,   95.8,    1.0252, 0, 0, 0, 0
"L3649298", 12.47, 1,    7358.81,  -31.5,    1.0221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047388", 12.47, 2,    7410.23, -150.0,    1.0293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3048211", 12.47, 1,    7430.59,  -30.5,    1.0321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2766725", 12.47, 3,    7376.84,   95.7,    1.0246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2673311", 12.47, 1,    7297.63,  -31.7,    1.0136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3008279", 12.47, 1,    7208.38,  -30.6,    1.0012, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2785537", 12.47, 1,    7208.32,  -30.6,    1.0012, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P827498", 12.47, 1,    7400.61,  -29.0,    1.0279, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1136032", 12.47, 1,    7400.49,  -29.0,    1.0279, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1009834", 12.47, 2,    7307.14, -149.9,    1.0149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"221-240991", 12.47, 1,    7259.26,  -31.4,    1.0083, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3066817", 12.47, 1,    7259.14,  -31.4,    1.0083, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2673319", 12.47, 1,    7258.65,  -31.4,    1.0082, 2,    7404.96, -149.2,    1.0285, 3,    7344.55,   95.8,    1.0201, 0, 0, 0, 0
"N1136993", 12.47, 1,    7396.91,  -31.2,    1.0274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3104121", 12.47, 1,    7480.71,  -30.0,    1.0391, 2,    3748.69,  155.1,   0.52068, 3,    3748.69,  155.1,   0.52068, 4, 0.00324021,  155.1, 4.5006E-007
"L3104113", 12.47, 1,     7480.7,  -30.0,     1.039, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3104856", 12.47, 1,    7513.11,  -29.0,    1.0436, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2785518", 12.47, 3,    7505.05,   91.2,    1.0424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108393", 12.47, 1,    7321.36,  -28.3,    1.0169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069494", 12.47, 3,    7370.33,   95.5,    1.0237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2745806", 12.47, 3,    7370.29,   95.5,    1.0237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"193-48013", 12.47, 1,    7321.82,  -31.2,     1.017, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3157710", 12.47, 2,    7276.65, -149.6,    1.0107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1089176", 12.47, 3,     7509.2,   92.1,     1.043, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1089179", 12.47, 3,    7508.97,   92.1,     1.043, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108257", 12.47, 2,     7492.5, -149.0,    1.0407, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108340", 12.47, 3,    7552.54,   92.2,     1.049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2916605", 12.47, 1,    3784.75,  -82.8,   0.52569, 2,    3784.75,  -82.8,   0.52569, 3,    7552.53,   92.2,     1.049, 4, 1.64501E-020,  -82.8, 2.2849E-024
"196-29521", 12.47, 2,    7544.13, -148.5,    1.0479, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2804245", 12.47, 2,    7304.69, -149.9,    1.0146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1140527", 12.47, 3,    7407.01,   95.6,    1.0288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3254915", 12.47, 2,    7621.64, -148.0,    1.0586, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3727708", 12.47, 1,    7345.45,  -31.3,    1.0203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3160105", 12.47, 1,    3757.87,  -83.8,   0.52196, 2,    3757.87,  -83.8,   0.52196, 3,    7498.99,   91.2,    1.0416, 4, 1.64726E-020,  -83.8, 2.288E-024
"L3235251", 12.47, 3,    7498.92,   91.2,    1.0416, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1142798", 12.47, 2,    7616.61, -148.0,    1.0579, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1142801", 12.47, 2,     7616.5, -148.0,    1.0579, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1010016", 12.47, 1,     7169.8,  -31.9,   0.99587, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3251807", 12.47, 1,    7169.68,  -31.9,   0.99585, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2992657", 12.47, 1,     7507.8,  -28.8,    1.0428, 2,    3762.29,  156.3,   0.52257, 3,    3762.29,  156.3,   0.52257, 4, 1.64687E-020,  156.3, 2.2875E-024
"M1069597", 12.47, 2,    7505.86, -148.6,    1.0425, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3197653", 12.47, 2,    7505.79, -148.6,    1.0425, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2991929", 12.47, 2,    7511.53, -148.6,    1.0433, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M3949154", 12.47, 1,    7342.47,  -31.3,    1.0198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2895449", 12.47, 1,     7365.6,  -31.2,    1.0231, 2,     7349.7, -149.4,    1.0209, 3,    7414.94,   95.6,    1.0299, 0, 0, 0, 0
"M1069463", 12.47, 2,    7345.35, -149.5,    1.0203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3086074", 12.47, 3,    7591.75,   92.7,    1.0545, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1138595", 12.47, 2,    7307.35, -149.7,     1.015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M3036167", 12.47, 2,    7300.99, -149.7,    1.0141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3143999", 12.47, 1,     7323.2,  -31.2,    1.0172, 2,    7307.94, -149.7,    1.0151, 3,     7369.3,   95.4,    1.0236, 4, 1.87234E-020,  105.6, 2.6006E-024
"M1069451", 12.47, 3,    7508.57,   92.1,    1.0429, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3160115", 12.47, 2,    7529.64, -148.5,    1.0458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2935567", 12.47, 1,    3773.23,   36.5,   0.52409, 2,    7529.57, -148.5,    1.0458, 3,    3773.23,   36.5,   0.52409, 4, 1.64599E-020,   36.5, 2.2862E-024
"L3253570", 12.47, 3,    7528.81,   91.3,    1.0457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1137989", 12.47, 3,    7420.26,   95.7,    1.0307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3122814", 12.47, 3,    7420.24,   95.7,    1.0307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2935556", 12.47, 1,    3688.33,   35.4,    0.5123, 2,    7360.52, -149.8,    1.0224, 3,    3688.33,   35.4,    0.5123, 4, 1.65362E-020,   35.4, 2.2968E-024
"M1009651", 12.47, 1,    7258.62,  -31.4,    1.0082, 2,    7404.93, -149.2,    1.0285, 3,    7343.96,   95.8,    1.0201, 0, 0, 0, 0
"N1141474", 12.47, 1,    7258.57,  -31.4,    1.0082, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047737", 12.47, 1,    7351.15,  -31.2,    1.0211, 2,       7324, -149.5,    1.0173, 3,    7420.27,   95.7,    1.0307, 0, 0, 0, 0
"M1026387", 12.47, 1,    7382.28,  -30.5,    1.0254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1166361", 12.47, 1,    7513.09,  -29.0,    1.0435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2692661", 12.47, 1,    7513.03,  -29.0,    1.0435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047522", 12.47, 1,    7451.41,  -31.1,     1.035, 2,    7422.91, -149.2,     1.031, 3,    7426.03,   95.6,    1.0315, 0, 0, 0, 0
"N1136664", 12.47, 1,     7451.4,  -31.1,     1.035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026320", 12.47, 2,     7325.3, -150.2,    1.0175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2879079", 12.47, 2,    7325.22, -150.2,    1.0175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047649", 12.47, 1,    7385.22,  -31.2,    1.0258, 2,    7378.31, -149.4,    1.0248, 3,    7411.35,   95.6,    1.0294, 0, 0, 0, 0
"L3216361", 12.47, 2,    7359.76, -149.8,    1.0223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1125913", 12.47, 2,    7615.13, -148.0,    1.0577, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3048209", 12.47, 2,    7244.92, -149.8,    1.0063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2896685", 12.47, 1,    7320.68,  -28.3,    1.0168, 2,    7676.69, -147.2,    1.0663, 3,    7580.63,   94.8,    1.0529, 0, 0, 0, 0
"L2748135", 12.47, 1,     7389.6,  -30.5,    1.0264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2767409", 12.47, 2,    7617.02, -148.0,     1.058, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1166400", 12.47, 3,    7506.63,   91.2,    1.0427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047435", 12.47, 1,     7232.8,  -31.5,    1.0046, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2970841", 12.47, 1,     7232.8,  -31.5,    1.0046, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3091052", 12.47, 1,    7218.13,  -31.5,    1.0026, 2,     3616.8,  153.8,   0.50236, 3,     3616.8,  153.8,   0.50236, 4, 1.66074E-020,  153.8, 2.3067E-024
"N1137960", 12.47, 1,    7419.92,  -30.5,    1.0306, 2,    7395.75, -150.1,    1.0273, 3,     7530.7,   90.6,     1.046, 0, 0, 0, 0
"M1047309", 12.47, 1,    7419.28,  -30.5,    1.0305, 2,    7394.72, -150.1,    1.0271, 3,    7530.62,   90.6,     1.046, 0, 0, 0, 0
"L3215340", 12.47, 1,    7193.77,  -31.8,    0.9992, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"193-51796", 12.47, 1,    7321.36,  -28.3,    1.0169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069607", 12.47, 2,    7511.72, -148.6,    1.0434, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1166398", 12.47, 3,    7509.78,   91.2,    1.0431, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3142050", 12.47, 3,    7509.73,   91.2,    1.0431, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"E184626", 12.47, 1,    7504.73,  -28.9,    1.0424, 2,    7625.43, -148.1,    1.0592, 3,    7590.21,   92.5,    1.0543, 0, 0, 0, 0
"M1166377", 12.47, 1,    7504.38,  -28.9,    1.0423, 2,    7625.71, -148.1,    1.0592, 3,    7590.31,   92.5,    1.0543, 0, 0, 0, 0
"L2989432", 12.47, 2,    7266.51, -149.6,    1.0093, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3066830", 12.47, 2,    7266.27, -149.6,    1.0093, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1209774", 12.47, 1,    7540.12,  -29.2,    1.0473, 2,    7596.37, -148.5,    1.0551, 3,     7581.8,   91.9,    1.0531, 0, 0, 0, 0
"M1026693", 12.47, 2,    7245.89, -149.8,    1.0064, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2991916", 12.47, 2,    7245.81, -149.8,    1.0064, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069365", 12.47, 3,    7368.46,   95.4,    1.0235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3235243", 12.47, 3,    7368.42,   95.4,    1.0235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P827502", 12.47, 1,    7348.68,  -31.3,    1.0207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026970", 12.47, 1,    7234.54,  -31.7,    1.0049, 2,    7361.43, -149.8,    1.0225, 3,    7388.75,   95.8,    1.0263, 0, 0, 0, 0
"L3727712", 12.47, 1,    7344.87,  -31.3,    1.0202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3236011", 12.47, 1,     3813.8,   36.8,   0.52973, 2,    7610.38, -148.1,    1.0571, 3,     3813.8,   36.8,   0.52973, 4, 1.64269E-020,   36.8, 2.2817E-024
"L3198358", 12.47, 2,    7610.13, -148.1,     1.057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108316", 12.47, 3,    7589.56,   92.2,    1.0542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2860486", 12.47, 3,    7496.03,   91.1,    1.0412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1027000", 12.47, 1,     7223.5,  -31.8,    1.0033, 2,    7359.68, -149.8,    1.0222, 3,    7384.49,   95.8,    1.0257, 0, 0, 0, 0
"L2916608", 12.47, 1,    7221.98,  -31.8,    1.0031, 2,    7359.54, -149.8,    1.0222, 3,    7383.87,   95.8,    1.0256, 0, 0, 0, 0
"M1108514", 12.47, 3,    7504.91,   95.6,    1.0424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2673300", 12.47, 2,    7296.99, -150.3,    1.0135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1139255", 12.47, 1,    7331.55,  -31.2,    1.0183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"D6108141-1_INT", 12.47, 1,    7431.23,  -31.1,    1.0322, 2,    7416.57, -149.2,    1.0301, 3,     7419.3,   95.6,    1.0305, 0, 0, 0, 0
"E206209", 12.47, 1,    7431.12,  -31.1,    1.0322, 2,    7416.51, -149.2,    1.0301, 3,    7419.24,   95.6,    1.0305, 0, 0, 0, 0
"M1047521", 12.47, 1,    7434.46,  -31.1,    1.0326, 2,    7417.76, -149.2,    1.0303, 3,    7420.84,   95.6,    1.0307, 0, 0, 0, 0
"L3030126", 12.47, 3,     7587.1,   94.3,    1.0538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3254870", 12.47, 3,    7587.01,   94.3,    1.0538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2915542", 12.47, 1,    7321.11,  -28.3,    1.0169, 2,    7677.17, -147.2,    1.0663, 3,    7580.92,   94.8,     1.053, 0, 0, 0, 0
"L3085401", 12.47, 1,     7451.4,  -31.1,     1.035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3010557", 12.47, 1,    7400.12,  -29.0,    1.0279, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3254213", 12.47, 1,    7206.04,  -31.8,    1.0009, 2,    7359.36, -149.8,    1.0222, 3,    7379.25,   95.8,     1.025, 0, 0, 0, 0
"M1069738", 12.47, 2,     7252.3, -149.6,    1.0073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2690941", 12.47, 2,    7252.22, -149.6,    1.0073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2748839", 12.47, 2,    7613.61, -148.0,    1.0575, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"D5712486-1_INT", 12.47, 3,    7495.99,   91.1,    1.0412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"E206210", 12.47, 3,    7495.99,   91.1,    1.0412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2876812", 12.47, 1,    7176.02,  -31.9,   0.99673, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069497", 12.47, 1,     7319.1,  -29.8,    1.0166, 2,    7548.31, -148.3,    1.0484, 3,    7519.27,   95.6,    1.0444, 0, 0, 0, 0
"N1144664", 12.47, 3,    7412.31,   95.6,    1.0296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3178972", 12.47, 3,    7412.24,   95.6,    1.0295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1147864", 12.47, 1,    7294.96,  -31.7,    1.0133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M3327097", 12.47, 2,    7255.32, -149.6,    1.0077, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3448661", 12.47, 2,    7255.26, -149.6,    1.0077, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1009828", 12.47, 2,    7311.77, -149.8,    1.0156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2766715", 12.47, 2,     7311.7, -149.8,    1.0156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P827561", 12.47, 3,    7349.88,   95.8,    1.0209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026705", 12.47, 3,    7349.88,   95.8,    1.0209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P827573", 12.47, 2,    7335.55, -149.8,    1.0189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2972930", 12.47, 1,    7396.85,  -31.2,    1.0274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2879067", 12.47, 1,    7334.23,  -31.1,    1.0187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3235252", 12.47, 2,    7293.91, -149.7,    1.0131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P827527", 12.47, 1,    7518.97,  -30.8,    1.0444, 2,    7443.07, -149.0,    1.0338, 3,    7446.91,   95.6,    1.0344, 0, 0, 0, 0
"L2785517", 12.47, 3,     7373.6,   95.5,    1.0242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"221-559682", 12.47, 3,    7407.35,   95.6,    1.0289, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3082993", 12.47, 1,    7165.81,  -31.9,   0.99531, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M3016088", 12.47, 1,    7165.71,  -31.9,    0.9953, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3122821", 12.47, 1,    7350.43,  -31.3,     1.021, 2,    7374.86, -149.4,    1.0243, 3,    7381.68,   95.6,    1.0253, 0, 0, 0, 0
"D5867591-1_INT", 12.47, 1,    7332.18,  -28.3,    1.0184, 2,    7687.62, -147.2,    1.0678, 3,    7588.29,   94.8,     1.054, 0, 0, 0, 0
"L2730108", 12.47, 3,    7561.76,   91.4,    1.0503, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1008733", 12.47, 2,    7292.09, -150.3,    1.0129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026354", 12.47, 1,    7394.87,  -30.5,    1.0271, 2,    7356.04, -150.2,    1.0217, 3,    7532.63,   90.6,    1.0463, 0, 0, 0, 0
"M1026309", 12.47, 2,    7311.46, -150.3,    1.0155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2804260", 12.47, 2,    7310.95, -150.3,    1.0155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3085395", 12.47, 1,    7469.18,  -30.2,    1.0375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026767", 12.47, 1,    7243.89,  -31.7,    1.0062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3141401", 12.47, 1,    7518.91,  -30.8,    1.0444, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3104120", 12.47, 2,    7450.24, -149.7,    1.0348, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026896", 12.47, 1,    7299.02,  -31.7,    1.0138, 2,    7378.03, -149.7,    1.0248, 3,    7400.36,   95.7,    1.0279, 0, 0, 0, 0
"P860847", 12.47, 1,    7298.89,  -31.7,    1.0138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108344", 12.47, 3,    7549.48,   92.2,    1.0486, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108353", 12.47, 3,    7544.92,   92.2,     1.048, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2763811", 12.47, 3,    7366.01,   95.4,    1.0231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3235256", 12.47, 1,     7457.6,  -30.4,    1.0358, 2,    7436.51, -149.9,    1.0329, 3,    7532.05,   90.6,    1.0462, 0, 0, 0, 0
"M3019248", 12.47, 2,    7309.04, -149.9,    1.0152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M3021569", 12.47, 2,    7308.69, -149.9,    1.0152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3254230", 12.47, 1,    7252.08,  -30.4,    1.0073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2814529", 12.47, 1,    7263.93,  -31.4,    1.0089, 2,    7403.52, -149.2,    1.0283, 3,    7351.07,   95.8,     1.021, 0, 0, 0, 0
"L2689727", 12.47, 1,    7191.92,  -31.8,   0.99894, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2860484", 12.47, 2,    7288.02, -149.6,    1.0123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"221-703009", 12.47, 3,    7586.68,   94.3,    1.0538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3150961", 12.47, 3,    7586.66,   94.3,    1.0538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2711225", 12.47, 3,     7589.8,   93.1,    1.0542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3030200", 12.47, 3,     7589.7,   93.1,    1.0542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1186063", 12.47, 1,    7540.13,  -29.2,    1.0473, 2,    7596.41, -148.5,    1.0551, 3,    7581.91,   91.9,    1.0531, 0, 0, 0, 0
"L2879054", 12.47, 1,    7484.14,  -29.4,    1.0395, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1136661", 12.47, 3,    7434.19,   95.6,    1.0326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2689691", 12.47, 1,    7253.23,  -31.7,    1.0075, 2,    7335.02, -149.8,    1.0188, 3,    7397.49,   95.8,    1.0275, 0, 0, 0, 0
"N1136353", 12.47, 2,    7548.27, -148.5,    1.0484, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2820535", 12.47, 2,    7548.26, -148.5,    1.0484, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2727795", 12.47, 3,    7507.99,   91.2,    1.0428, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1166368", 12.47, 1,    7518.74,  -29.0,    1.0443, 2,    7614.06, -148.3,    1.0576, 3,    7586.27,   92.3,    1.0537, 0, 0, 0, 0
"L3086098", 12.47, 1,    7518.63,  -29.0,    1.0443, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3030197", 12.47, 1,     7457.7,  -28.7,    1.0359, 2,    7643.56, -147.8,    1.0617, 3,     7589.3,   93.2,    1.0541, 0, 0, 0, 0
"L2822867", 12.47, 2,    7288.22, -149.7,    1.0123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"D6049822-1_INT", 12.47, 1,    7323.03,  -31.2,    1.0172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047323", 12.47, 1,    7418.93,  -30.5,    1.0305, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1089174", 12.47, 3,    7510.02,   92.1,    1.0431, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P827501", 12.47, 3,    7509.65,   92.1,    1.0431, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3104859", 12.47, 2,    7609.97, -148.1,     1.057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3101194", 12.47, 3,    7365.06,   95.4,     1.023, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2862616", 12.47, 3,    7364.92,   95.4,     1.023, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069205", 12.47, 3,    7501.86,   91.2,     1.042, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"E182746", 12.47, 1,    7295.61,  -29.9,    1.0133, 2,    7545.43, -148.5,     1.048, 3,    7526.99,   95.6,    1.0455, 0, 0, 0, 0
"M1010015", 12.47, 1,    7169.13,  -31.9,   0.99577, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3066813", 12.47, 2,    7285.53, -149.7,    1.0119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2991910", 12.47, 2,    7282.07, -149.7,    1.0115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108331", 12.47, 3,    7569.93,   92.2,    1.0514, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2785531", 12.47, 1,       7313,  -31.6,    1.0158, 2,    3664.46,  153.6,   0.50898, 3,    3664.46,  153.6,   0.50898, 4, 1.65584E-020,  153.6, 2.2999E-024
